id,wo_no,contract_id,customer_id,customer_name,requested_date,scheduled_date,technician_id,technician_name,asset_id,ppm_visit_id,service_category_id,service_type,request_type,location,priority,problem_reported,work_requested,notes,status,reported_at,responded_at,arrived_at,completed_at,response_due_at,completion_due_at,response_sla_status,completion_sla_status,delay_reason,sla_exclusion_reason,created_at,updated_at
55f73f68-2982-4d32-a60e-0b77e48057e3,WO-0002,,95508bd4-9cf8-4c99-88d0-dffed7f8635d,UBM OWNERS ASSOCIATION MANAGEMENT SERVICES LLC,2026-08-15,2026-06-01,,,,cba183d0-a3bd-44ca-b4d6-07899236f40e,c36728e7-b04a-43ff-b88c-f6b3ba84ef3f,MEP & HVAC Maintenance,PPM,"48 Parkside, Arjan",Medium,MEP & HVAC Maintenance planned preventive maintenance,PPM-HVAC-QTR - HVAC,HVAC Technician | HVAC system maintenance 4 times PA | Generate visits quarterly for HVAC assets.,Open,2026-08-15T11:37:57.844+00:00,,,,,2026-06-01T19:59:59+00:00,Not Applicable,Breached,,,2026-08-15T11:37:57.878921+00:00,2026-08-31T16:31:21.671796+00:00
317fcb82-fb59-497b-8e07-9b8e3f5bc05a,WO-0003,,95508bd4-9cf8-4c99-88d0-dffed7f8635d,UBM OWNERS ASSOCIATION MANAGEMENT SERVICES LLC,2026-08-15,2026-07-01,,,,6b5215d5-a7e1-4c5e-b541-2430b1db4568,c36728e7-b04a-43ff-b88c-f6b3ba84ef3f,MEP & HVAC Maintenance,PPM,"48 Parkside, Arjan",Medium,MEP & HVAC Maintenance planned preventive maintenance,PPM-HVAC-QTR - HVAC,HVAC Technician | HVAC system maintenance 4 times PA | Generate visits quarterly for HVAC assets.,Open,2026-08-15T11:40:10.958+00:00,,,,,2026-07-01T19:59:59+00:00,Not Applicable,Breached,,,2026-08-15T11:40:11.066624+00:00,2026-08-31T16:31:21.671796+00:00
